address,location,price,publish_time,room_area,room_img,room_infos,room_layout,room_orientation,room_url,surrounding_desc,title
中央花园新城市别墅,"104.008224,30.646582",8500,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/a049cbcbc93a5c64ebed259f30a5a02c-024.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/33de0b1f61429798859ad5efa6f07a01-063.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/07eacbda8e8e889012bfaa8331a82518-030.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/cfeab40b4b2df964f2490e043e523e5d-033.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/531e2c3c7e3256bd93cd96afd2b727f2-015.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/1208bbdda60f9f1009ab38b562e6025d-061.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/460a0b9a55aeed0a6fe312b469ca7bbe-006.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/fdca60238e6d396b52bb6843460fe760-080.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/7f58cf618ffb604ccb3854f81fbf7a82-046.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/5e0edda4b66091fd5d5ae29f2f3ebefc-099.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/396c70813b5fe7f351fb44c38c1d3f10-051.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/38e5ebfd050b57713ba8514dd820fd32-082.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/59e6405cd190421b733a0f537e619747-055.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/c1d0571cd927101d46dcc327e2a360a8-022.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：224.00㎡,朝向：南,维护：3天前,入住：随时入住,楼层：低楼层/3层,电梯：无,车位：租用车位,用水：暂无数据,用电：暂无数据,燃气：暂无数据,采暖：暂无数据,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2645710852128784384.html,【装修描述】此房简单装修，可二次重装，可长租【交通出行】小区出门就是，武阳大道中环路，出行方便，离300米左右有84路;151路;434路;516路;g65路【周边配套】超市；红旗，舞东风，千盛百货，永辉超市，龙湖金楠天街购物广场，医院，省妇幼保健院，骨科医院，就有综合医院,"
        整租·中央花园新城市别墅 6室3厅 南              "
中铁塔米亚,"104.00146548779,30.736168059222",630,房源维护时间：2021-05-21,,https://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811867725/b5468a97a800b483d003f424778bf6a0.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811867849/6212ab10d4531b69e83dca813830ddd3.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811866524/993dddac215c4fb8cf4394e75f3df082.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811866613/e6ceaeffda52ee3212bafd55af220ed8.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811866722/ef8cdec012e93571d545a25783dddbc5.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811866895/776723465a314f411b785c111730f45c.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811866978/42aaacdca25633c9396aebe7de4d6457.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811867063/7e9a751f0ff195145ffa1d5eeee0a1b7.jpg.780x439.jpg,"基本信息,面积：10.00㎡,朝向：北,维护：19天前,入住：随时入住,楼层：1/33层,电梯：有,车位：免费使用,用水：民水,用电：民电,燃气：有,采暖：集中供暖,租期：暂无数据,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2608690888729706496.html,无中！介！费！精装修，随时入住，这套房源你必须要看了！上班起不来？小区周边交通便捷让你早上可以在被窝多暖***5***~环境脏乱差？北欧风装修，简约舒心，定期打扫，自由舒适~害怕安全问题？房屋安全我们可以承诺，安全隐患已被扼杀在摇篮~担忧生活不方便？周边生活配套完善，让你轻松生活~这里可以满足你的一切需求，并且还没有中介费为了营造更舒适的环境需要你是18-35岁的正而直青年，且没有老人小孩，不养宠物，即可入住！最适合你的房子，就在这里！！！我们在全成都都有房子，满足您的一切需求，随时看房，随时入住！,"
        合租·中铁塔米亚 4居室 北卧              "
中海锦江城云熙一期,"104.04509666912,30.481152885643",2500,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_ikE2RoFv6.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_azdd6uEws.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_MvwtaLxqh.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_7Rlr0IhSQ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_1JWaVFp5A.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_yqAM1IwLO.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Gi9UwQ8lr.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_1HuZyQf8F.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_pjx8KLEl5.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_nEr0CmVZP.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_OHGhswJ7x.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：99.51㎡,朝向：东南,维护：3天前,入住：随时入住,楼层：高楼层/28层,电梯：无,车位：暂无数据,用水：暂无数据,用电：暂无数据,燃气：有,采暖：暂无数据,租期：3年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2643510527296274432.html,【交通出行】该小区位于锦江西路，开车转弯就能上牧华路三段，走路25分 钟左右可到地铁五号线南湖立交站C口，一千米左右也有公交车T214、G202、811、T212、T202等公交车到地铁口和华阳老城区，出行交通十分的方便。【周边配套】社区底商，超市影院均有，旁边红星美凯龙天府店，距离小区800米直行有鑫苑摩邻天地小型商场（涵盖苏宁易购、人人乐超市、KTV、电影院、健身房、儿童游乐园等），还有底商一条街，能满足日常生活和娱乐【小区介绍】小区是中海锦江城社区，南北通透三室两厅两卫，110平米，采光通风效果极好。物业为中海物业，服务品质高，经常有一些暖心的业主活动,"
        整租·中海锦江城云熙一期 3室2厅 东南              "
乐视界广场,"103.970248,30.768331",1200,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/2aedb322-18fd-43ae-9611-c27fa0fefdd9.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/79ced478-e5ae-4e1d-818a-f7f36afacee7.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：54.47㎡,朝向：西,维护：3天前,入住：随时入住,楼层：低楼层/31层,电梯：无,车位：租用车位,用水：商水,用电：商电,燃气：无,采暖：暂无数据,租期：3年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2645422603015028736.html,【交通出行】交通便利，距离小区大门20米(百度地图搜索)有公交站，305路、221路、310、320路、362路、716路、511路等 距离小区大门1300米(百度地图搜索)有六号线，距离二号线1100米(百度地图搜索)。【周边配套】有凯德广场，美食一条街，金苹果幼儿园、倍特幼儿园、树德联合、成都纺织高等专科 医院：中西医结合诊所【小区介绍】乐世界广场位于郫县犀浦泰山大道（凯德广场旁），有地下加地面停车位。,"
        整租·乐视界广场 1室0厅 西              "
西锦国际二期,"104.05322946109,30.68780526701",820,房源维护时间：2021-05-19,,https://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393960/00f33907e6b7fa7397ab2e6a4c5c58cd.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811392892/2222a930b79a78a3d5b3875d325ca944.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393067/a62e1cad6a0b514b67268d06da77e0de.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393216/8fc5950651d75b6713185a0d01d89371.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393292/1245e743e8b9809d7fd3d91ead09c951.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393415/9dbff61930ffacce595491413fbac05f.jpg.780x439.jpghttps://image1.ljcdn.com/rent-house-1/img/cc5a96d900f11ee188658ab7590dab9e-1599811393665/f151dbfcd213d9e575e669dab3d86aa3.jpg.780x439.jpg,"基本信息,面积：7.00㎡,朝向：北,维护：21天前,入住：随时入住,楼层：28/33层,电梯：有,车位：免费使用,用水：民水,用电：民电,燃气：有,采暖：集中供暖,租期：暂无数据,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2608689869999833088.html,无中！介！费！精装修，随时入住，这套房源你必须要看了！上班起不来？小区周边交通便捷让你早上可以在被窝多暖***5***~环境脏乱差？北欧风装修，简约舒心，定期打扫，自由舒适~害怕安全问题？房屋安全我们可以承诺，安全隐患已被扼杀在摇篮~担忧生活不方便？周边生活配套完善，让你轻松生活~这里可以满足你的一切需求，并且还没有中介费为了营造更舒适的环境需要你是18-35岁的正而直青年，且没有老人小孩，不养宠物，即可入住！最适合你的房子，就在这里！！！我们在全成都都有房子，满足您的一切需求，随时看房，随时入住！,"
        合租·西锦国际二期 3居室 北卧              "
华润二十四城二期,"104.125451,30.651044",5000,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/pc0_m6MbhVRNU.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_40gnFU8g5.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_opP72TuVb.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_WlJJnYAHT.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_zYyAqiKnm.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_ddSrCzkWV.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ee7ybnif9.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_2uuCAUxZO.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_pVMVoncb2.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_fjqJjHvZp.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_uUuPFnlgS.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：116.58㎡,朝向：南 北,维护：4天前,入住：随时入住,楼层：中楼层/32层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：2年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2646274954005585920.html,【交通出行】小区外不到百米就是地铁4号线，多条公交线路纵横交错（80、97、71、112、120等），不到500米就能到高架BRT，真是方便得不得了【周边配套】区位于万年场商圈，临建设路商圈，万象城集购物，娱乐，饮食，休闲于一天，生 活十分方便，万象润街有美食一条街，各类串串香，火锅，小吃。小区距离红旗超市224米、距离万象城425米、距离万象润街748米距离九天锦和酒楼670米等以上数据距离【小区介绍】此房是2011年交房的，小区一共七栋，楼间距合适，地上无车位，环境优美，隔离城市的车水马龙，这就是属于您的世外桃源，绿化面积达小区面积的一半，小区内游泳池、篮球场、网球场、喷泉样样齐，那没有车位怎么办？二期物管为您服务，再也不担心爱车没有,"
        整租·华润二十四城二期 5室2厅 南/北              "
西江月,"103.994002,30.739269",2200,房源维护时间：2021-06-06,,"https://image1.ljcdn.com/110000-inspection/pc0_QI3IvcAgF.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Dm2VLJX2X.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_2P1O3SdCe.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_zslhmuUgJ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_KFCKstbFR.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_SDW3UQip1.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_LxD4T6U7k.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_LxWneAQyE.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：121.85㎡,朝向：东,维护：3天前,入住：随时入住,楼层：低楼层/17层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2644951451679596544.html,【房源亮点】此房正对小区中庭，看绿化，比较安静，楼层很好，采光好，视野开阔【周边配套】距离小区一公里有中海国际购物公园和爱琴海购物公园， 在距离小区400米有一个金粮路农贸市场，日常买菜很便利， 距离小区2公里，有一个363军区医院，是一个三甲医院。 小区自带游泳馆，室内室外的都有，也有一个较大的超市供业主使用。【小区介绍】该小区分为3期，该房源所在的楼栋为西江月一期，2梯5户；物业费1.98元平米，车位200-300元月，24小时安保，须刷卡才能进入,"
        整租·西江月 3室2厅 东              "
合能珍宝玲珑,"104.253999,30.571277",1800,房源维护时间：2021-06-07,,"https://image1.ljcdn.com/110000-inspection/a1a63c62c7eb24a9e7b991bd4b6e83b8-031.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/430e2df72727a863ff8744dc214b5a24-044.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/97730df36caa3f0db3c0b84abc39bac1-039.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/2ae71a8da2c0131105ac378c5e8e2350-058.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/4135a533a354ec1211f6ec39d56dba1d-013.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/7e3987acf1e036d3db5bcf85b2933586-086.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/eacdf5c2ab68b9248890e85cbe49ed25-012.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：86.00㎡,朝向：东,维护：2天前,入住：随时入住,楼层：高楼层/33层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：3年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2643451238737788928.html,【交通出行】6+3大型商场，两大公立医院，12所幼儿园，两大型菜市场，1待建龙泉体育场馆。到龙泉区妇幼保健医院，和龙泉驿区人民医院（华西龙泉医院）4.3公里。【周边配套】交通配套为三纵一横（桃都大道、驿都大道、成龙大道、车城大道）三大地铁口（界牌、书房、龙平路）与一汽车总站，871.873.880.854A等多路公交车穿梭于此【小区介绍】此小区环境优美，比较安静，物业管理成熟，刷卡进出，保安24小时巡逻，为您提供一个安全的居住环境。,"
        整租·合能珍宝玲珑 3室2厅 东              "
中海锦江城云熙一期,"104.04509666912,30.481152885643",3000,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/37d7669b5d773d541714dff3e79166b0-036.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/7495e07ab9a6ed85b23d1eeb2c8f5b48-025.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/de76ca1b64a07a1b5e05966fb85b3a02-001.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/d2a93af42949019b02d81e272ede97a6-035.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/df41a4cc71491711a4e3b512780575fe-048.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/125f63308c5e14bd5cee878902481e03-090.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/005ab1e664c19c94072559f957d6c58d-023.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/2433c254f1164dab1aeac9f051a64f0e-026.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/5eda9311d48370a1f0df723cdbacb5ef-049.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/ee9bf4d9e76a79af188e2aad50b004d0-011.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：110.00㎡,朝向：南,维护：4天前,入住：随时入住,楼层：低楼层/33层,电梯：有,车位：租用车位,用水：暂无数据,用电：民电,燃气：有,采暖：暂无数据,租期：2年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2642074021067497472.html,【交通出行】该小区位于锦江西路，一千米左右有公交车T214、G202、811、T212、T202等公交车到地铁口和华阳老城区，出行交通十分的方便，走路15 钟左右可到地铁五号线怡心湖地铁站D2。【周边配套】社区底商，超市影院均有，旁边红星美凯龙天府店，距离小区800米直行有鑫苑摩邻天地小型商场（涵盖苏宁易购、人人乐超市、KTV、电影院、健身房、儿童游乐园等），还有底商一条街，能满足日常生活和娱乐【小区介绍】小区是中海锦江城社区高层，南北通透三室两厅两卫，110平米，采光通风效果极好。物业是开发商自带的中海物业，服务品质高。,"
        整租·中海锦江城云熙一期 3室2厅 南              "
万科金域西岭,"104.019802,30.716406",2700,房源维护时间：2021-06-04,,"https://image1.ljcdn.com/110000-inspection/pc0_5pgpGxNUe.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_Ni6qWcPyb.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_EA56obUwR.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_94gtnn6CF.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_o2b9gP7qC.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_RQE4gEXsP.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_aEx7XygBA.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：89.19㎡,朝向：东南,维护：5天前,入住：随时入住,楼层：中楼层/34层,电梯：有,车位：暂无数据,用水：民水,用电：民电,燃气：有,采暖：自采暖,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2642854704018620416.html,"【户型介绍】此房所在楼栋2梯4户，2室2厅1厨1卫，户型格局方正规整，带10平米阳台，方便实用，厨房/卫生间带窗，有助于通风，适合居住【周边配套】距离小区50米有多条公交线路,比如：17路、137路等，出行方便，适合上班人群居住(数据来源于百度地图)，停车方便【小区介绍】此小区环境优美，物业管理成熟，刷卡进出，保安24小时巡逻，为您提供一个安全的居住环境。小区内栽种着各种植被，草坪上铺有石板，可供散步使用，同时配备了运动器械，可在工作之余进行简单的锻炼。小区自带游泳池、健身房、棋牌室。","
        整租·万科金域西岭 2室2厅 东南              "
中德英伦世邦K区,"104.08220700441,30.50996914152",1300,房源维护时间：2021-05-27,,https://image1.ljcdn.com/rent-user-avatar/5de87b6d-448c-494f-a71c-09e5cdf943ec.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/5aa446df-2ca0-437e-af53-d63e13300564.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/65b113b4-fca5-486c-a5d3-8ac85b82061b.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/55a8afba-9aeb-42df-ac80-6806bb4d5e98.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/4064eed3-526f-4047-af44-82c61e3d4eee.780x439.jpg,"基本信息,面积：20.00㎡,朝向：南,维护：13天前,入住：随时入住,楼层：29/34层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：1年,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2792668497116151808.html,无中介，押一付一，家具家电齐全近天府三街五街周围上班方便，周围都是写字楼有意者电话联系,"
        合租·中德英伦世邦K区 4居室 南卧              "
西派城B区,"103.989311,30.620879",3800,房源维护时间：2021-06-05,,"https://image1.ljcdn.com/110000-inspection/pc0_Up4wXKFVL.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_ScUXBcNZx.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_RPFuDoplw.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc1_LHLnc6qmM.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_DKkdtDmtY.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_tS5pEm6pY.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_tCidsFrtZ.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_SsWi605p3.jpg!m_fill,w_780,h_439,l_flianjia_black,o_autohttps://image1.ljcdn.com/110000-inspection/pc0_N5BbTUojt.jpg!m_fill,w_780,h_439,l_flianjia_black,o_auto","基本信息,面积：114.00㎡,朝向：东南,维护：4天前,入住：随时入住,楼层：中楼层/14层,电梯：有,车位：租用车位,用水：暂无数据,用电：民电,燃气：有,采暖：暂无数据,租期：1年以内,
                
,看房：需提前预约,
                
",,,https://cd.lianjia.com/zufang/CD2784745148980920320.html,【户型介绍】此房标准套三双卫，对小区中庭，一楼只有这户，厨房阳台扩有面积，朝南，横厅，带新风和地暖【周边配套】一公里内的范围有：3/9号线双地铁武青南路站，吾悦广场，龙湖新悦汇，双凤桥TOD，川大附学南区，武侯区第十八幼儿园【小区介绍】西派城2018年交房 开发商是中铁，物业是中铁自持物业 物业费3.9 绿化30% 容积2.7 西派城B区共16栋 14层到顶 两梯2户/两梯3户/,"
        整租·西派城B区 3室2厅 东南              "
一品CG,"104.04393528814,30.554570446478",1250,房源维护时间：2021-05-22,,https://image1.ljcdn.com/rent-user-avatar/58db9aac-ecdb-4a7b-861b-e561ffaeea0d.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/50a9aaad-c22d-456d-90f7-24154cf3f464.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/1f35b58a-6b9a-4945-b93d-0ad18d849faa.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/bbb953bc-ce52-4a7e-99da-adc15d14f79c.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/195e4b93-8587-4869-a2b0-85d1e145df1c.780x439.jpghttps://image1.ljcdn.com/rent-user-avatar/9c54e344-a8bb-4655-a4b3-4c057363d17e.780x439.jpg,"基本信息,面积：19.00㎡,朝向：南,维护：18天前,入住：随时入住,楼层：5/32层,电梯：有,车位：租用车位,用水：民水,用电：民电,燃气：有,采暖：暂无数据,租期：1年,
                                                  ,看房：随时可看,
                                                  ",,,https://cd.lianjia.com/zufang/CD2791861271216537600.html,"无，中，介，费：1、物业费，宽带费，水费，气费180/月，电费平摊，送公区保洁每月3次和公区家电维修,2、房屋配套：拎包入住，高档公寓冰箱，洗衣机，热水器等：3、交通状况:公交线路多，交通便利 ，辐射区域广天府一二三四五街，软件ABCDEFG区,图片真实，价格真实。4、配套设施：环球中心，复城国际，汇锦城步行街，世豪广场，伊藤洋华堂，麦德龙，鹭洲里，银泰城，软件园，锦城中央公园，铁像寺水街，天府三街五街地铁口 5,租房子，找我，单间，两间连在一起的，单间带阳台，主卧带卫，套一套二套三套四套五很多，发信息咨询，给你好的租房建议","
        合租·一品CG 4居室 南卧              "
